"ID","Population","Individual","State","Locality","Latitude","Longitude","Ecoregion","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","alt","Copia_mean","Gypsy_mean","Harbinger_mean","Helitron_mean","L1_mean","MSAT_mean","MuDR_mean","RTE_mean","SAT_mean","SINE2.tRNA_mean","hAT_mean","unclassified_mean","Copia_sd","Gypsy_sd","Harbinger_sd","Helitron_sd","L1_sd","MSAT_sd","MuDR_sd","RTE_sd","SAT_sd","SINE2.tRNA_sd","hAT_sd","unclassified_sd","X1_0_water","X1_1_soc","X1_2_ph","X1_3_bdens","X2_0_temp","X2_1_precip","X2_2_gfsad","gfsad_check","water","ag","Notes"
"JG_CO_078_E","p_078","E","TX","Fort Stockton",30.901998,-102.873772,10.2,184,166,45,7286,357,-5,362,234,107,276,89,334,60,10,55,138,35,116,38,902,0.120643379831648,0.594862449559954,0.0193056399999865,0.00323125238702479,0.00555652325997404,3.61630058357292e-05,0.00739234400698429,0.000117160208118986,0.00177844461858014,0.000185202126686833,0.00608641217033982,0.0412219758365285,0.00212094654606293,0.0100337124860274,0.00116113753151443,0.000378976298294174,0.000626670758455057,2.06753968485852e-05,0.000540877339904195,6.61378239227822e-05,0.000261426419115308,9.35647134830774e-05,0.000712012653938067,0.00221292832863114,19.91161852,1.551258155,81.80902454,153.1160298,33.92820208,27.55828674,0,0,"rain","NOAG",""
"JG_CO_080_B","p_080","B","TX","Marfa",30.3362,-104.127639,10.2,157,175,49,6453,326,-25,351,226,87,237,72,291,52,5,75,155,22,146,26,1474,0.10841971530438,0.490115097697572,0.0137641974393784,0.00269255877862398,0.00465030526293353,5.39725819155537e-05,0.00589920258158529,0.000110802334829509,0.000740549859709966,0.000190843192851959,0.00500640863677461,0.0462599717164542,0.00286785125538964,0.00995915476451902,0.000733240067469601,0.000309968219176185,0.000361105882199338,3.11254678731673e-05,0.000595839039805534,7.0253876604775e-05,0.000184369600427871,8.49622201780989e-05,0.000397084221255685,0.00157619112885547,19.5130007,1.262356524,78.70625439,149.6886859,33.8997517,29.92328414,0,0,"rain","NOAG",""
"JG_CO_080_C","p_080","C","TX","Marfa",30.3362,-104.127639,10.2,157,175,49,6453,326,-25,351,226,87,237,72,291,52,5,75,155,22,146,26,1474,0.0838601315047025,0.432343036108682,0.0140297492022846,0.00258725795428312,0.00385765099173178,5.42835327176001e-05,0.00547217193387885,8.32963462528968e-05,0.00120379075842888,0.000143840743137601,0.00447802431405646,0.0317965502238906,0.00187742957775009,0.0064787649255405,0.000709721732717533,0.000233760281694678,0.000331218998887656,2.57541982225939e-05,0.000344431916634676,4.75991359472033e-05,0.000195415343687936,6.98923066064221e-05,0.000321755464669861,0.00122831539105551,19.5130007,1.262356524,78.70625439,149.6886859,33.8997517,29.92328414,0,0,"rain","NOAG",""
"JG_CO_080_D1","p_080","D1","TX","Marfa",30.3362,-104.127639,10.2,157,175,49,6453,326,-25,351,226,87,237,72,291,52,5,75,155,22,146,26,1474,0.0936251748447576,0.49501807863576,0.0175304939823809,0.00274010902585544,0.00458665659009061,3.93233253895142e-05,0.00634055701454431,9.63192549361223e-05,0.00119053796458759,0.000158441689479336,0.00528461065018086,0.0328711674803518,0.0017611270650975,0.00402132602760949,0.000741878409223765,0.000279555474888781,0.000376915952392481,2.52304743882696e-05,0.000459259937269873,6.1897055352149e-05,0.000217409647319416,5.6090221122751e-05,0.000335045888497139,0.00171136193989029,19.5130007,1.262356524,78.70625439,149.6886859,33.8997517,29.92328414,0,0,"rain","NOAG",""
"JG_CO_081_B","p_081","B","NM","Las Cruces",32.336918,-106.707024,10.2,154,180,47,7492,342,-35,377,241,149,251,59,251,54,5,73,135,21,117,40,1307,0.0877809494147695,0.462300003990433,0.0170991353783641,0.00262835366017141,0.00428114204844278,5.50715076008619e-05,0.00579185765165529,9.15398586916101e-05,0.00140286062703748,0.000187693073125312,0.00516497705971357,0.0313401380432571,0.00371543816592662,0.0122398240448393,0.000750254730149383,0.000286646883297822,0.000378113567439821,3.15607952818247e-05,0.000420123799285023,4.46573661750718e-05,0.000212677680165085,7.32596911419214e-05,0.000446828283128192,0.00135379716031398,16.60088624,1,80.32806173,151.6097486,33.20706509,18.33088853,0,0,"rain","NOAG",""
"JG_CO_081_D","p_081","D","NM","Las Cruces",32.336918,-106.707024,10.2,154,180,47,7492,342,-35,377,241,149,251,59,251,54,5,73,135,21,117,40,1307,0.0908241832333083,0.477829010721013,0.0182496112030119,0.00282944830546432,0.00460772931846561,4.98109712485718e-05,0.00641318674115082,7.16740898400355e-05,0.00147742469021617,0.000168838154922808,0.0055702315083838,0.0345394529667674,0.00274608668641124,0.00827755124652718,0.000777487640652885,0.000338846453217409,0.000460090404212676,3.21387331541062e-05,0.000554644216866973,4.28883131975044e-05,0.000183761640644387,6.29052917562997e-05,0.000384096247829255,0.00164775221757151,16.60088624,1,80.32806173,151.6097486,33.20706509,18.33088853,0,0,"rain","NOAG",""
"JG_CO_085_A","p_085","A","AZ","Eloy",32.733692,-111.585258,10.2,211,182,47,7570,407,24,383,304,244,309,117,279,48,6,50,111,22,91,76,473,0.107930151351664,0.496712312129079,0.0122765068710905,0.00273714318561037,0.00451158287436715,5.23905441737473e-05,0.00622823070547971,0.000113375840220492,0.000984812793220929,0.000145648970152962,0.00459636977371326,0.0474560007667472,0.00553837565407885,0.0169801335599572,0.00092766864753851,0.000342090548571653,0.000383154031570674,2.8083514628929e-05,0.000572803819784201,7.80412576522784e-05,0.000163598188534028,6.45705340888089e-05,0.000505798670402133,0.00249855548002305,17.46435365,0.978011109,80.60290649,154.987674,35.46605836,19.2713802,0.039945218,2,"irrigation","AG","GFSAD categorizes as non-cropland but this pop is located in a drainage ditch next to an irrigation channel"
"JG_CO_089_A","p_089","A","CA","La Verne",34.101116,-117.793975,11.1,177,154,54,4560,332,48,284,129,233,240,123,486,104,1,92,283,7,16,267,311,0.0989706682698025,0.539733724512286,0.0188405487575764,0.00316593618259913,0.00482289202299374,3.80687715525512e-05,0.0070366660218268,8.08654344159504e-05,0.00169359978671501,0.000158294127904963,0.00570011749099517,0.0365146085719301,0.00180542711817172,0.00434890534317425,0.000878760267227079,0.00032080993126086,0.000402466132282258,2.50104737826586e-05,0.00048397003864577,4.0730759271531e-05,0.000230655991669486,7.46947777344435e-05,0.000451917939283977,0.00194062157224193,25.18191354,1.7956095,74.27781524,146.5748108,30.00213494,31.84738143,0.035963138,0,"rain","NOAG",""
"JG_CO_089_B","p_089","B","CA","La Verne",34.101116,-117.793975,11.1,177,154,54,4560,332,48,284,129,233,240,123,486,104,1,92,283,7,16,267,311,0.0985977977608202,0.528933726095364,0.0185447571310355,0.00309178733784415,0.00506079051207805,4.27406464358308e-05,0.0070553421834975,9.62037715825948e-05,0.00169302183859332,0.000163817284804792,0.00567340821651736,0.0348266789600193,0.00191180006738333,0.00439448150150454,0.000786767342671632,0.000339969552050912,0.000392323469105978,2.89373125913735e-05,0.000559275167548355,4.22766769831251e-05,0.000269501030419804,7.02041190960693e-05,0.000435217552737664,0.00195902455681373,25.18191354,1.7956095,74.27781524,146.5748108,30.00213494,31.84738143,0.035963138,0,"rain","NOAG",""
"JG_CO_089_D","p_089","D","CA","La Verne",34.101116,-117.793975,11.1,177,154,54,4560,332,48,284,129,233,240,123,486,104,1,92,283,7,16,267,311,0.0935549798628049,0.503170686409038,0.017229536101486,0.00301300604109297,0.0045316809766301,5.05686706611794e-05,0.00665770731603414,9.92773591186795e-05,0.00144150264858462,0.000160121668904291,0.00521209970048597,0.0331412599720197,0.00236808542836943,0.00708181841439006,0.00077191404639698,0.000366268007868999,0.000399126809561063,2.81311774446631e-05,0.000530017163947642,5.73283712499704e-05,0.000196534858899576,7.4421685672204e-05,0.000412552915103164,0.001573740210544,25.18191354,1.7956095,74.27781524,146.5748108,30.00213494,31.84738143,0.035963138,0,"rain","NOAG",""
"JG_CO_092_A","p_092","A","CA","Alameda",35.256692,-118.979182,11.1,187,148,43,6745,370,32,338,118,272,272,101,175,32,0,79,94,3,3,82,102,0.0960574533545224,0.521930113668323,0.0177987044515821,0.00292303515796548,0.00478478525695117,3.39254897660755e-05,0.00669586782856194,9.0888333292252e-05,0.00145849022613072,0.000189715437880713,0.00543478473920996,0.0359448605199027,0.0022807234448171,0.00783668069430056,0.000806968149265183,0.000313125302997837,0.000446865569813729,2.30413534036006e-05,0.000489459008189704,5.36355791317337e-05,0.00024948973883668,7.37559978615866e-05,0.000524513679268902,0.00154142574659603,21.26631198,3.195226483,79.05394222,158.3753048,30.56203466,17.17222715,4.133451563,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_092_B","p_092","B","CA","Alameda",35.256692,-118.979182,11.1,187,148,43,6745,370,32,338,118,272,272,101,175,32,0,79,94,3,3,82,102,0.0973130484904552,0.527854595578837,0.0178673431466701,0.00295087302502399,0.00472920497903156,3.74775067311894e-05,0.00667253828528457,8.38379426665797e-05,0.00107697680176449,0.000164362827110864,0.00567196349004727,0.0352389827193704,0.00267680415960279,0.00873972447554975,0.0010936138030296,0.000335476070596753,0.000473962098690825,2.18403026254205e-05,0.000615980577907228,4.91303439741e-05,0.000220043189409064,6.22771378310941e-05,0.000398228997157333,0.0016429782337314,21.26631198,3.195226483,79.05394222,158.3753048,30.56203466,17.17222715,4.133451563,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_092_C","p_092","C","CA","Alameda",35.256692,-118.979182,11.1,187,148,43,6745,370,32,338,118,272,272,101,175,32,0,79,94,3,3,82,102,0.0973010973594358,0.49943757338337,0.0175224542328647,0.00300932656153391,0.00484017925067554,3.58011964238285e-05,0.0065681760993381,8.84363137932396e-05,0.00148557579049974,0.000163335135704722,0.00549816275761623,0.0330811083896934,0.00195386256834323,0.00516413928176509,0.000650781388606407,0.000330315975121087,0.00041809079453232,2.20872199504159e-05,0.000415009722052145,4.51105709271469e-05,0.0002431835317045,6.84485853139773e-05,0.000363941572921418,0.00151400325813603,21.26631198,3.195226483,79.05394222,158.3753048,30.56203466,17.17222715,4.133451563,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_092_D","p_092","D","CA","Alameda",35.256692,-118.979182,11.1,187,148,43,6745,370,32,338,118,272,272,101,175,32,0,79,94,3,3,82,102,0.101737330141686,0.527981128231278,0.0191462483323556,0.00293196834784049,0.00489585843204723,3.38331216207397e-05,0.00693694283399581,7.78625982925944e-05,0.001285181826099,0.000171094502062214,0.0057554450491475,0.0358296593220609,0.00204438097653523,0.0045354607763321,0.000866277893976324,0.000335524607845639,0.000398981285033114,2.72048788007912e-05,0.000440114174425538,4.39592944960175e-05,0.000176479218719499,7.39518970652918e-05,0.00041521567830885,0.00181699172635667,21.26631198,3.195226483,79.05394222,158.3753048,30.56203466,17.17222715,4.133451563,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_092_E","p_092","E","CA","Alameda",35.256692,-118.979182,11.1,187,148,43,6745,370,32,338,118,272,272,101,175,32,0,79,94,3,3,82,102,0.101651719123767,0.53148269673553,0.0187800252515652,0.00317042727805426,0.00489657868447884,4.18774395994796e-05,0.00713847479266601,7.70736613247798e-05,0.00132145161133131,0.000173412724481593,0.00585905914363162,0.0350452603591046,0.00253405532449737,0.00812295985558486,0.000976864458042954,0.00038888133213695,0.000435702200466751,2.59892914712818e-05,0.000574357669972626,4.72148485678875e-05,0.000233704111801561,8.0781122861128e-05,0.000475837416656161,0.0023340084025026,21.26631198,3.195226483,79.05394222,158.3753048,30.56203466,17.17222715,4.133451563,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_092_F","p_092","F","CA","Alameda",35.256692,-118.979182,11.1,187,148,43,6745,370,32,338,118,272,272,101,175,32,0,79,94,3,3,82,102,0.0982402527708832,0.519765816700285,0.0179256629098568,0.00297536168532484,0.00476527634716916,3.50389989043742e-05,0.00700360189031141,9.07771750124357e-05,0.0016560946911573,0.000175068730399589,0.0055796113902549,0.0343900794470796,0.00217889691110344,0.00558745368469982,0.000970075462403015,0.00032723800054242,0.000428606305930762,2.38302043911232e-05,0.000451015665863366,5.18371633865491e-05,0.000243197511045745,7.35088924890442e-05,0.000423453720202472,0.00158585129538134,21.26631198,3.195226483,79.05394222,158.3753048,30.56203466,17.17222715,4.133451563,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_093_A","p_093","A","CA","Wasco",35.55917,-119.40322,11.1,172,159,45,6917,365,12,353,104,259,259,83,162,31,0,80,89,3,3,79,89,0.102064612862063,0.543458994864841,0.0197975957384924,0.00316753988175617,0.00495973615791098,3.30074199412842e-05,0.00716793842281529,8.90364887941104e-05,0.00171126758814707,0.000171019512132508,0.00590412054753574,0.0358404577460552,0.00212012174136822,0.00421447192234574,0.000893949016295041,0.000334255144885612,0.000435730622507099,2.50275949537854e-05,0.00056223073922115,4.47689796173414e-05,0.000240160535128046,7.62187767229025e-05,0.000440596584988244,0.00139637081124943,18.54385578,1.812214864,78.70676968,159.2783664,27.6765103,15.35678808,3.006181015,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_093_B","p_093","B","CA","Wasco",35.55917,-119.40322,11.1,172,159,45,6917,365,12,353,104,259,259,83,162,31,0,80,89,3,3,79,89,0.104594931435982,0.565770265154895,0.0200661014199566,0.00322517639228516,0.00530254686949129,3.89728486845004e-05,0.00743315495652877,7.55289232764177e-05,0.00155828720983272,0.000178632720860876,0.0062024090939456,0.0355648856690598,0.00230102878999299,0.00789307781534196,0.000916250690829436,0.000400865173984226,0.00052281995223595,2.45696386746725e-05,0.000656985859746632,4.44171735709187e-05,0.000248453012896599,7.04615794728173e-05,0.000563518527846248,0.00197999407978403,18.54385578,1.812214864,78.70676968,159.2783664,27.6765103,15.35678808,3.006181015,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_093_C","p_093","C","CA","Wasco",35.55917,-119.40322,11.1,172,159,45,6917,365,12,353,104,259,259,83,162,31,0,80,89,3,3,79,89,0.0894398813777197,0.449235794164573,0.0138383207506312,0.00248679333323939,0.00408313125507572,5.34964347960106e-05,0.00564270688233665,8.99857288188363e-05,0.00102387096037128,0.000150144236508838,0.00454564263856505,0.0317500380202478,0.00582200822894449,0.0224247694786237,0.000943036513560814,0.000301225303275892,0.00036137645863705,3.13948406431828e-05,0.000685815839244237,5.08333499348648e-05,0.000151778940369991,5.37680478803645e-05,0.000500573591150213,0.00212728616921335,18.54385578,1.812214864,78.70676968,159.2783664,27.6765103,15.35678808,3.006181015,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_093_E","p_093","E","CA","Wasco",35.55917,-119.40322,11.1,172,159,45,6917,365,12,353,104,259,259,83,162,31,0,80,89,3,3,79,89,0.10580238063398,0.553764908945401,0.0199267279071162,0.00326421535503627,0.00485568832017011,3.67342610177894e-05,0.00726422714115597,8.75545790141595e-05,0.00183942882312661,0.000181797269235862,0.00618751531281624,0.0370733890954597,0.00235843469326459,0.00550502113245718,0.00090272116501736,0.000377694044884439,0.000524325982918531,2.16383453417333e-05,0.00052328108497403,5.68660096523997e-05,0.000290863215440924,7.25692843768638e-05,0.000441022473463467,0.00165094713196687,18.54385578,1.812214864,78.70676968,159.2783664,27.6765103,15.35678808,3.006181015,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_095_A","p_095","A","CA","Corcoran",36.123151,-119.49704,11.1,171,158,45,6876,367,18,349,102,257,257,82,198,38,0,82,106,2,2,102,68,0.0978962894686995,0.506096850377159,0.017352989138031,0.00292641823083047,0.00460378764708318,4.39733815093738e-05,0.0065688837733603,8.87245764336422e-05,0.00146680433150808,0.000160011145930745,0.00566822229621679,0.0344275382170456,0.00209269276143,0.0046962903786699,0.000815563555467094,0.000313356494636673,0.000414342218938426,3.14928397869456e-05,0.000458239727154539,4.87097729262601e-05,0.000183904245954106,6.72339340607841e-05,0.000425655668004726,0.00173222056583789,18.67170832,1.873812655,76.71394125,159.8478737,27.766446,19.82586219,3,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_095_B","p_095","B","CA","Corcoran",36.123151,-119.49704,11.1,171,158,45,6876,367,18,349,102,257,257,82,198,38,0,82,106,2,2,102,68,0.0995588721225224,0.529775968060271,0.0191030151876715,0.00305546291688421,0.00491988976306913,4.57014532510845e-05,0.00674249151921764,8.42971186984691e-05,0.00147556449073304,0.000172597038071359,0.00592267231744528,0.0341246283866013,0.00224238644122489,0.00425320180417955,0.000767876079190639,0.000407904975628378,0.000450391659994278,2.58160506038368e-05,0.000472660517304937,4.84589136369744e-05,0.000223777987416644,7.71351566349931e-05,0.000416960935946681,0.00204798344909805,18.67170832,1.873812655,76.71394125,159.8478737,27.766446,19.82586219,3,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_095_D","p_095","D","CA","Corcoran",36.123151,-119.49704,11.1,171,158,45,6876,367,18,349,102,257,257,82,198,38,0,82,106,2,2,102,68,0.0977842918789891,0.530432715704999,0.0183167406386388,0.00289331778466747,0.0048661059088821,4.33892294130034e-05,0.00692508214772211,7.52137233061312e-05,0.00163476762250294,0.000179797661563158,0.00552930888822053,0.0344753023233425,0.00200888189988469,0.00519959484059794,0.00082855517691622,0.000325643515414022,0.000459027439842712,2.80737695671945e-05,0.000511622337946732,3.56460844428906e-05,0.000227150887240534,9.91564838330904e-05,0.000548917433791366,0.00140979872558461,18.67170832,1.873812655,76.71394125,159.8478737,27.766446,19.82586219,3,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_095_E","p_095","E","CA","Corcoran",36.123151,-119.49704,11.1,171,158,45,6876,367,18,349,102,257,257,82,198,38,0,82,106,2,2,102,68,0.0999228919703973,0.53039776648053,0.0183553154812025,0.00301857364416565,0.00473145713797962,3.62969037174747e-05,0.00682216284943563,9.81324318645198e-05,0.00201707891507661,0.000174818210741101,0.00562969827068089,0.0377438949568699,0.00356010418127484,0.0134942456765447,0.000888878378808864,0.000295481355774169,0.000521853313881474,2.30901911048791e-05,0.000613864314791297,5.38189826078894e-05,0.000304808118752285,8.13177958510914e-05,0.0004850717337568,0.00242959737916364,18.67170832,1.873812655,76.71394125,159.8478737,27.766446,19.82586219,3,1,"irrigation","AG","Collection notes mention irrigation"
"JG_CO_098_A","p_098","A","CA","Sanger",36.69363,-119.621514,11.1,170,152,44,6833,365,25,340,100,256,256,83,300,58,0,82,161,3,3,152,108,0.0955582073733654,0.496566286082341,0.0188481943624935,0.00282863734637541,0.00477822574210557,5.16848506102258e-05,0.00661414522161463,8.4555586524449e-05,0.00144917584699769,0.000171787982804658,0.0057313311938045,0.0329761151048827,0.00182090762090075,0.00734630518360392,0.000797885990486109,0.000293054019058847,0.000495212909834829,2.8819156712107e-05,0.000443328437778379,4.99890386547538e-05,0.000255409678561874,6.31368595855561e-05,0.000360588434719574,0.00126306872665566,20.21796268,1.688811443,77.88295941,158.2623248,28.4807787,28.8540986,2.384447833,1,"irrigation","AG","Collection notes mention irrigaiton"
"JG_CO_098_B","p_098","B","CA","Sanger",36.69363,-119.621514,11.1,170,152,44,6833,365,25,340,100,256,256,83,300,58,0,82,161,3,3,152,108,0.0932243493850246,0.498432251370049,0.0180196812796211,0.00282953150483927,0.00447869885022441,4.93000786770449e-05,0.00657315115783071,8.23232589916042e-05,0.00141492103926268,0.000162480111924409,0.00525870737776666,0.0334144284932403,0.00193339552375859,0.00514657491972182,0.000717288570264635,0.000300992546219448,0.000440162319238911,3.14891834518564e-05,0.000592123144724722,5.04681309559641e-05,0.000174969545941793,6.97944790579698e-05,0.000437196439199367,0.00147239577106,20.21796268,1.688811443,77.88295941,158.2623248,28.4807787,28.8540986,2.384447833,1,"irrigation","AG","Collection notes mention irrigaiton"
"JG_CO_098_C","p_098","C","CA","Sanger",36.69363,-119.621514,11.1,170,152,44,6833,365,25,340,100,256,256,83,300,58,0,82,161,3,3,152,108,0.0935341074837432,0.494890483938485,0.018651054909221,0.00299134668118462,0.00471071747949777,5.2337871881037e-05,0.00670674123715742,8.13517857769429e-05,0.00160965310744716,0.000157277362748578,0.00549731657331972,0.0335876451418517,0.00194966036327707,0.00535188556489985,0.000691014253632727,0.000371404422499739,0.000355202055464649,2.67939627170214e-05,0.000528803603209484,4.6500553780031e-05,0.000233264533629511,6.56291907069404e-05,0.000396895959956898,0.00172697730552974,20.21796268,1.688811443,77.88295941,158.2623248,28.4807787,28.8540986,2.384447833,1,"irrigation","AG","Collection notes mention irrigaiton"
"JG_CO_098_F","p_098","F","CA","Sanger",36.69363,-119.621514,11.1,170,152,44,6833,365,25,340,100,256,256,83,300,58,0,82,161,3,3,152,108,0.0868629411345519,0.476816230435087,0.0175080353643369,0.00270355675395583,0.00440838893033424,4.89671543625827e-05,0.00605650057381727,7.13721488148596e-05,0.00103186965217797,0.000155153448648035,0.00514870528004147,0.030332215380181,0.00233677489440576,0.00962616907752107,0.000653725232500631,0.00029463566823869,0.000397272378380929,2.67038619811237e-05,0.000474493550037655,4.0231131240913e-05,0.000174772679908803,6.33326302731894e-05,0.000351854205648516,0.00129410587518303,20.21796268,1.688811443,77.88295941,158.2623248,28.4807787,28.8540986,2.384447833,1,"irrigation","AG","Collection notes mention irrigaiton"
"JG_CO_099_B","p_099","B","CA","LeGrand",37.221041,-120.243921,11.1,164,158,46,6627,362,20,342,81,249,249,81,334,62,0,83,170,3,3,170,78,0.102924215337898,0.545388973457027,0.0195278336373125,0.00315575912674102,0.00492731036967805,3.09942218886822e-05,0.00724836531797225,0.000107493678121783,0.00147074908946639,0.000161017396679777,0.00584612720126282,0.0352071225761768,0.00234532229958131,0.00565464619693946,0.00100211808353616,0.000375461353860612,0.000511420928073815,2.42465654721839e-05,0.000589560911189132,6.90865858118476e-05,0.000254765188449497,7.50209026024366e-05,0.000475975629585939,0.00172962853526752,25.75286239,1.727298913,74.03341254,154.4554619,27.06406459,32.34921149,3,3,"rain","AG",""
"JG_CO_099_E","p_099","E","CA","LeGrand",37.221041,-120.243921,11.1,164,158,46,6627,362,20,342,81,249,249,81,334,62,0,83,170,3,3,170,78,0.104724914139629,0.556979833199766,0.019932827279178,0.00317751202750709,0.0050721857490014,3.58345824632265e-05,0.00798407122607137,9.61151033203415e-05,0.00132868675352199,0.000155096179487453,0.00631227693556262,0.035515607943796,0.002410183814229,0.00732021157103087,0.00121735667827833,0.000326666767777199,0.000410127993188768,2.30056690434827e-05,0.000537865656755966,6.11137257436361e-05,0.000243987416709117,7.33924876767295e-05,0.000453579317080929,0.00138165685535384,25.75286239,1.727298913,74.03341254,154.4554619,27.06406459,32.34921149,3,3,"rain","AG",""
"JG_CO_102_A","p_102","A","CA","Modesto",37.722175,-121.022255,11.1,164,147,46,6149,348,29,319,85,240,240,85,312,61,1,80,158,5,5,158,31,0.0955138392869153,0.517210332912985,0.0178698164039108,0.00288862130782721,0.004672608346853,4.27297823030631e-05,0.00695669668053001,9.13290248822697e-05,0.00157605890431392,0.000158901560462736,0.00547332743439315,0.0329983235317429,0.00212399343627729,0.00433042183019928,0.000778260070298491,0.000318528022971195,0.000382641831431082,2.98578048487699e-05,0.000595398069622192,5.86154011556689e-05,0.000216317937147233,6.83937038547043e-05,0.000453872810760914,0.00174348490977066,22.59856938,1.986623748,72.49363376,152.3426323,25.19778827,31.7922568,1,2,"irrigation","AG","NOTE: this is in a field across from irrigated ag land so likely recieves a small amount of runoff"
"JG_CO_102_B","p_102","B","CA","Modesto",37.722175,-121.022255,11.1,164,147,46,6149,348,29,319,85,240,240,85,312,61,1,80,158,5,5,158,31,0.0876775041574155,0.429106067095938,0.0109315796966846,0.00225570405019094,0.0037082369717501,5.73245795048237e-05,0.00521984294018658,7.83090495400778e-05,0.00086996447598664,0.000127307343012459,0.00382551345860706,0.0330651813408859,0.00157000472082823,0.00699820996454981,0.000470822434118539,0.000240927792510656,0.000293209184294367,3.35283107225848e-05,0.000400378068658439,3.45999997001011e-05,0.000134997594945856,4.9986112635661e-05,0.000303238420281881,0.00113019999498598,22.59856938,1.986623748,72.49363376,152.3426323,25.19778827,31.7922568,1,2,"irrigation","AG","NOTE: this is in a field across from irrigated ag land so likely recieves a small amount of runoff"
"JG_CO_102_E","p_102","E","CA","Modesto",37.722175,-121.022255,11.1,164,147,46,6149,348,29,319,85,240,240,85,312,61,1,80,158,5,5,158,31,0.0927608614267874,0.44664308820278,0.0110514854086808,0.00229179177173268,0.0038899722696906,4.50755599235765e-05,0.00522900583453376,8.45352543227495e-05,0.000985032041564079,0.000132351348018762,0.00399609850848867,0.0343721095495454,0.00217614838211543,0.00648319128006143,0.000507767442343352,0.000258857124608778,0.000376312516540198,3.08303953090217e-05,0.00041552196122095,4.64202113789232e-05,0.000146773046539739,6.37247431098041e-05,0.000301123213449223,0.00135795094917141,22.59856938,1.986623748,72.49363376,152.3426323,25.19778827,31.7922568,1,2,"irrigation","AG","NOTE: this is in a field across from irrigated ag land so likely recieves a small amount of runoff"
"JG_CO_102_F","p_102","F","CA","Modesto",37.722175,-121.022255,11.1,164,147,46,6149,348,29,319,85,240,240,85,312,61,1,80,158,5,5,158,31,0.0848437688983697,0.465956973093033,0.0164623770184571,0.00267168970131742,0.00419972764566189,5.53827454903042e-05,0.00632017115880439,8.02266990887565e-05,0.00117884299162855,0.000141217768368689,0.00490126558171947,0.0308696150586301,0.00178585629621754,0.00880820652982961,0.000616613219413546,0.000276165839531143,0.000403299042963594,3.13783507432764e-05,0.000398936331064284,4.67666136728085e-05,0.000168068438426774,5.92676446555738e-05,0.000365346197262017,0.00127275355719688,22.59856938,1.986623748,72.49363376,152.3426323,25.19778827,31.7922568,1,2,"irrigation","AG","NOTE: this is in a field across from irrigated ag land so likely recieves a small amount of runoff"
"JG_CO_104_A","p_104","A","CA","Acampo",38.203687,-121.24064,11.1,156,147,48,5715,330,28,302,82,225,225,82,451,89,1,83,229,7,7,229,22,0.0878523320112962,0.422623020489649,0.0113801256721016,0.00231721642884692,0.00372902103443161,4.46624622770891e-05,0.00492028811787733,7.33430674941415e-05,0.000106179047527596,0.000138901587901879,0.00385252164984926,0.0329444782121362,0.0057905164137961,0.0240162570934607,0.00110636102291852,0.000263470802806717,0.000409649717627004,2.58289832245182e-05,0.000435971961567922,3.44893615261728e-05,4.88973419128241e-05,6.09349775839503e-05,0.00041054632456092,0.00229532109676222,18.15288434,1.669366297,74.25206024,167.4035237,27.17973288,42.52760017,3,2,"irrigation","AG","NOTE: drainage ditch across from irrigated cropland"
"JG_CO_104_B","p_104","B","CA","Acampo",38.203687,-121.24064,11.1,156,147,48,5715,330,28,302,82,225,225,82,451,89,1,83,229,7,7,229,22,0.0899695189026678,0.430979382240505,0.0107259824889925,0.00220983136027694,0.00375645367033636,5.20010243647622e-05,0.00505603083014531,6.96725285687919e-05,0.000574793741523089,0.000140747110870434,0.00368417170152193,0.0340173141472836,0.0017639378929668,0.00880945340425445,0.000522106729329352,0.000247106842567219,0.000361839324247897,3.32815208507002e-05,0.000406170181010899,4.00366152394977e-05,0.000131619865317875,4.38722743066321e-05,0.000267237284001096,0.00115460282472759,18.15288434,1.669366297,74.25206024,167.4035237,27.17973288,42.52760017,3,2,"irrigation","AG","NOTE: drainage ditch across from irrigated cropland"
